time	fnum	flen
14:40:06.876	45359	62
14:40:06.883	45360	430
14:40:06.884	45361	430
14:40:06.885	45370	1514
14:40:06.889	45381	430
14:40:06.890	45382	1514
14:40:06.891	45385	1514
14:40:06.892	45397	430
14:40:06.893	45405	1514
14:40:06.894	45410	62
14:40:06.907	45414	1514
14:40:06.908	45418	1514
14:40:06.909	45421	1514
14:40:06.913	45435	1514
14:40:06.918	45439	1514
14:40:06.928	45442	62
14:40:06.929	45449	1514
14:40:06.933	45452	1514
14:40:06.934	45455	430
14:40:06.935	45456	430
14:40:06.936	45467	430
14:40:06.946	45471	62
14:40:13.460	45540	178
14:40:13.461	45541	202
14:40:13.465	45542	62
14:40:15.458	45563	618
14:40:15.459	45564	1190
14:40:15.460	45565	62
14:40:15.461	45567	62
14:40:15.462	45568	618
14:40:15.464	45569	62
14:40:15.465	45571	1190
14:40:15.467	45574	1190
14:40:15.469	45581	62
14:40:15.471	45583	1190
14:40:15.473	45586	1190
14:40:15.475	45589	1190
14:40:15.476	45591	618
14:40:15.479	45594	1190
14:40:15.480	45597	1190
14:40:15.482	45600	1190
14:40:15.485	45603	1190
14:40:15.486	45609	62
14:40:15.487	45613	1190
14:40:15.490	45616	1190
14:40:15.491	45618	62
14:40:15.494	45619	1190
14:40:15.497	45622	62
14:40:15.500	45624	62
14:40:15.501	45626	1190
14:40:15.502	45627	62
14:40:15.504	45629	62
14:40:15.505	45631	1190
14:40:15.507	45634	1190
14:40:15.508	45637	62
14:40:15.510	45639	1190
14:40:15.511	45640	1190
14:40:15.512	45642	62
14:40:15.513	45644	1190
14:40:15.514	45645	62
14:40:15.516	45647	1190
14:40:15.517	45649	1190
14:40:15.520	45652	1190
14:40:15.523	45654	1190
14:40:15.524	45657	62
14:40:15.527	45659	1190
14:40:15.528	45662	62
14:40:15.532	45664	1190
14:40:15.533	45667	1190
14:40:15.535	45670	1190
14:40:15.536	45673	1190
14:40:15.540	45675	1190
14:40:15.542	45678	1190
14:40:15.543	45679	62
14:40:15.544	45681	1190
14:40:15.545	45684	62
14:40:15.546	45687	62
14:40:15.548	45689	1190
14:40:15.550	45692	62
14:40:15.551	45693	618
14:40:15.553	45694	62
14:40:15.555	45696	1190
14:40:15.556	45698	1190
14:40:15.557	45699	62
14:40:15.558	45704	62
14:40:15.559	45708	62
14:40:15.560	45709	618
14:40:15.561	45710	62
14:40:15.563	45711	618
14:40:15.564	45712	62
14:40:15.567	45714	1190
14:40:15.568	45717	62
14:40:15.569	45722	1190
14:40:15.570	45723	62
14:40:15.571	45725	1190
14:40:15.572	45726	62
14:40:15.575	45728	1190
14:40:15.576	45731	62
14:40:15.578	45733	1190
14:40:15.580	45736	62
14:40:15.581	45737	618
14:40:15.583	45738	1190
14:40:15.588	45741	1190
14:40:15.589	45746	62
14:40:15.593	45748	62
14:40:15.594	45749	618
14:40:15.596	45750	1190
14:40:15.597	45753	1190
14:40:15.599	45755	1190
14:40:15.600	45756	62
14:40:15.601	45758	62
14:40:15.603	45760	1190
14:40:15.607	45763	1190
14:40:15.608	45766	62
14:40:15.609	45768	1190
14:40:15.612	45771	62
14:40:15.613	45774	62
14:40:15.614	45776	1190
14:40:15.615	45778	618
14:40:15.616	45779	62
14:40:15.620	45781	1190
14:40:15.621	45783	1190
14:40:15.624	45786	62
14:40:15.625	45788	1190
14:40:15.628	45791	62
14:40:15.629	45793	1190
14:40:15.630	45796	1190
14:40:15.631	45798	618
14:40:15.632	45799	62
14:40:15.634	45801	1190
14:40:15.635	45802	62
14:40:15.636	45804	62
14:40:15.637	45806	1190
14:40:15.639	45809	1190
14:40:15.640	45812	62
14:40:15.644	45813	618
14:40:15.647	45814	1190
14:40:15.648	45815	62
14:40:15.649	45817	62
14:40:15.650	45819	1190
14:40:15.651	45822	1190
14:40:15.652	45825	62
14:40:15.653	45826	618
14:40:15.656	45827	62
14:40:15.659	45829	1190
14:40:15.661	45832	1190
14:40:15.664	45834	1190
14:40:15.666	45837	1190
14:40:15.667	45838	62
14:40:15.668	45840	62
14:40:15.670	45842	1190
14:40:15.671	45845	1190
14:40:15.672	45847	62
14:40:15.673	45849	62
14:40:15.674	45852	62
14:40:15.675	45853	618
14:40:15.679	45854	62
14:40:15.681	45856	1190
14:40:15.682	45861	62
14:40:15.684	45862	618
14:40:15.685	45863	62
14:40:15.687	45865	1190
14:40:15.688	45868	62
14:40:15.689	45870	62
14:40:15.691	45871	618
14:40:15.692	45872	1190
14:40:15.693	45874	1190
14:40:15.694	45875	62
14:40:15.695	45877	1190
14:40:15.696	45878	62
14:40:15.697	45880	62
14:40:15.698	45882	1190
14:40:15.699	45883	62
14:40:15.701	45885	1190
14:40:15.702	45887	1190
14:40:15.705	45890	1190
14:40:15.706	45893	1190
14:40:15.707	45896	1190
14:40:15.708	45897	62
14:40:15.709	45899	62
14:40:15.710	45900	618
14:40:15.712	45901	62
14:40:15.715	45903	1190
14:40:15.717	45906	62
14:40:15.719	45908	1190
14:40:15.720	45909	62
14:40:15.721	45911	1514
14:40:15.722	45913	1206
14:40:15.723	45924	1514
14:40:15.724	45927	62
14:40:15.726	45929	1190
14:40:15.727	45932	1190
14:40:15.728	45935	1190
14:40:15.729	45937	1190
14:40:15.730	45938	62
14:40:15.731	45940	1190
14:40:15.732	45941	62
14:40:15.734	45945	1190
14:40:15.735	45951	62
14:40:15.737	45953	1190
14:40:15.740	45956	1190
14:40:15.742	45958	1190
14:40:15.743	45961	1190
14:40:15.745	45964	1190
14:40:15.748	45967	1190
14:40:15.751	45969	1190
14:40:15.752	45973	62
14:40:15.756	45975	62
14:40:15.757	45978	62
14:40:15.760	45980	1514
14:40:15.761	45986	1514
14:40:15.762	45995	634
14:40:15.763	45996	1190
14:40:15.764	45999	62
14:40:15.766	46000	1514
14:40:15.767	46006	618
14:40:15.768	46007	62
14:40:15.769	46009	1190
14:40:15.770	46012	1190
14:40:15.771	46015	1190
14:40:15.772	46018	62
14:40:15.774	46020	1190
14:40:15.775	46023	1190
14:40:15.776	46026	62
14:40:15.780	46028	62
14:40:15.785	46030	62
14:40:15.786	46033	62
14:40:15.788	46035	62
14:40:15.789	46037	1190
14:40:15.792	46040	1190
14:40:15.793	46041	62
14:40:15.794	46044	62
14:40:15.795	46047	62
14:40:15.797	46049	62
14:40:15.799	46051	1190
14:40:15.801	46054	62
14:40:15.803	46056	1514
14:40:15.804	46068	1514
14:40:15.805	46083	62
14:40:15.806	46086	1514
14:40:15.808	46091	1206
14:40:15.809	46092	62
14:40:15.810	46093	1514
14:40:15.813	46096	1206
14:40:15.814	46098	1190
14:40:15.817	46101	62
14:40:15.818	46106	62
14:40:15.821	46108	1190
14:40:15.824	46111	1190
14:40:15.825	46112	62
14:40:15.826	46115	62
14:40:15.829	46117	1190
14:40:15.833	46119	1190
14:40:15.836	46121	1190
14:40:15.840	46124	1514
14:40:15.841	46140	1514
14:40:15.845	46143	62
14:40:15.849	46145	1190
14:40:15.852	46148	62
14:40:15.854	46150	1190
14:40:15.855	46152	1190
14:40:15.856	46153	62
14:40:15.857	46155	1190
14:40:15.858	46156	62
14:40:15.860	46158	62
14:40:15.862	46159	618
14:40:15.864	46160	62
14:40:15.865	46162	1190
14:40:15.868	46165	62
14:40:15.869	46167	1514
14:40:15.872	46176	62
14:40:15.875	46178	1190
14:40:15.877	46181	62
14:40:15.878	46186	618
14:40:15.880	46187	62
14:40:15.883	46189	1190
14:40:15.884	46192	1514
14:40:15.885	46198	1514
14:40:15.888	46202	62
14:40:15.892	46204	62
14:40:15.894	46206	1190
14:40:15.896	46209	1190
14:40:15.900	46212	62
14:40:15.901	46215	62
14:40:15.902	46218	62
14:40:15.903	46229	1514
14:40:15.905	46233	1190
14:40:15.908	46236	62
14:40:15.909	46238	1514
14:40:15.910	46244	1514
14:40:15.911	46248	1514
14:40:15.912	46251	62
14:40:15.915	46256	1190
14:40:15.916	46257	62
14:40:15.918	46258	1190
14:40:15.919	46259	62
14:40:15.920	46262	62
14:40:15.921	46263	1514
14:40:15.922	46269	1514
14:40:15.923	46275	634
14:40:15.924	46282	618
14:40:15.925	46283	62
14:40:15.928	46284	618
14:40:15.929	46286	618
14:40:15.931	46290	1190
14:40:15.932	46291	62
14:40:15.934	46292	1190
14:40:15.935	46294	62
14:40:15.936	46295	1190
14:40:15.938	46297	1190
14:40:15.939	46300	1190
14:40:15.940	46306	62
14:40:15.941	46308	62
14:40:15.943	46309	1514
14:40:15.944	46320	1514
14:40:15.945	46330	618
14:40:15.947	46331	1190
14:40:15.948	46332	62
14:40:15.952	46334	1190
14:40:15.953	46342	1190
14:40:15.954	46345	62
14:40:15.955	46346	62
14:40:15.956	46349	62
14:40:15.957	46356	1514
14:40:15.958	46359	618
14:40:15.959	46360	1190
14:40:15.960	46362	1190
14:40:15.961	46369	618
14:40:15.964	46370	62
14:40:15.967	46372	1190
14:40:15.968	46375	62
14:40:15.969	46376	618
14:40:15.971	46377	1190
14:40:15.972	46383	62
14:40:15.974	46385	1190
14:40:15.975	46387	618
14:40:15.976	46389	62
14:40:15.980	46391	62
14:40:15.982	46393	1190
14:40:15.983	46396	1514
14:40:15.984	46401	62
14:40:15.987	46403	1190
14:40:15.988	46408	1514
14:40:15.989	46418	1514
14:40:15.990	46430	62
14:40:15.992	46433	1514
14:40:15.993	46446	1514
14:40:15.994	46455	618
14:40:15.995	46456	1514
14:40:15.996	46459	1514
14:40:15.997	46462	1514
14:40:15.998	46468	1514
14:40:16.000	46484	62
14:40:16.001	46486	1190
14:40:16.003	46489	1190
14:40:16.005	46492	62
14:40:16.006	46494	1190
14:40:16.007	46498	62
14:40:16.008	46499	618
14:40:16.009	46500	62
14:40:16.010	46503	62
14:40:16.012	46505	1514
14:40:16.013	46513	62
14:40:16.014	46522	1514
14:40:16.015	46538	62
14:40:16.016	46554	618
14:40:16.017	46560	62
14:40:16.018	46562	1190
14:40:16.019	46565	1190
14:40:16.020	46572	62
14:40:16.023	46581	1190
14:40:16.024	46582	62
14:40:16.027	46584	1190
14:40:16.028	46587	62
14:40:16.029	46593	1514
14:40:16.030	46599	1514
14:40:16.031	46613	1514
14:40:16.032	46623	1514
14:40:16.033	46630	1514
14:40:16.034	46650	62
14:40:16.035	46657	1514
14:40:16.036	46660	1514
14:40:16.038	46670	1514
14:40:16.039	46673	1206
14:40:16.040	46676	62
14:40:16.042	46679	1190
14:40:16.044	46682	62
14:40:16.045	46684	1514
14:40:16.046	46687	1514
14:40:16.047	46696	62
14:40:16.050	46703	1514
14:40:16.051	46706	62
14:40:16.052	46707	634
14:40:16.056	46712	62
14:40:16.057	46717	1514
14:40:16.058	46723	1514
14:40:16.059	46732	1514
14:40:16.060	46747	62
14:40:16.062	46751	1514
14:40:16.063	46761	62
14:40:16.064	46766	1206
14:40:16.065	46770	62
14:40:16.067	46772	1514
14:40:16.068	46775	62
14:40:16.069	46786	1514
14:40:16.070	46789	1190
14:40:16.071	46790	62
14:40:16.072	46792	1190
14:40:16.073	46795	62
14:40:16.074	46809	618
14:40:16.075	46810	1514
14:40:16.076	46824	62
14:40:16.077	46838	1514
14:40:16.078	46841	618
14:40:16.079	46842	1190
14:40:16.082	46845	1190
14:40:16.083	46847	1190
14:40:16.084	46851	1514
14:40:16.085	46855	1514
14:40:16.086	46871	1514
14:40:16.087	46877	1514
14:40:16.088	46884	1190
14:40:16.090	46890	618
14:40:16.091	46898	618
14:40:16.092	46909	618
14:40:16.095	46910	1514
14:40:16.096	46922	1514
14:40:16.097	46932	1514
14:40:16.098	46941	1514
14:40:16.100	46951	1514
14:40:16.101	46957	634
14:40:16.102	46971	1514
14:40:16.103	46978	618
14:40:16.104	46982	618
14:40:16.108	46985	62
14:40:16.110	46987	1190
14:40:16.111	46993	62
14:40:16.112	46995	62
14:40:16.113	46996	618
14:40:16.114	46997	1190
14:40:16.115	46998	62
14:40:16.116	47000	62
14:40:16.118	47005	1514
14:40:16.119	47010	62
14:40:16.120	47020	634
14:40:16.122	47021	1190
14:40:16.123	47022	62
14:40:16.124	47030	1514
14:40:16.126	47043	618
14:40:16.127	47044	62
14:40:16.128	47046	1514
14:40:16.129	47052	1514
14:40:16.130	47055	1514
14:40:16.132	47065	62
14:40:16.134	47066	1514
14:40:16.135	47068	618
14:40:16.136	47076	1514
14:40:16.137	47088	1514
14:40:16.138	47097	634
14:40:16.139	47099	62
14:40:16.140	47110	1514
14:40:16.141	47123	1514
14:40:16.142	47130	1514
14:40:16.143	47148	634
14:40:16.144	47152	62
14:40:16.145	47156	1514
14:40:16.146	47160	1190
14:40:16.147	47161	62
14:40:16.148	47164	618
14:40:16.151	47165	1190
14:40:16.154	47167	1190
14:40:16.155	47174	1514
14:40:16.156	47187	1514
14:40:16.157	47204	62
14:40:16.158	47223	618
14:40:16.159	47224	1514
14:40:16.160	47234	1514
14:40:16.161	47247	1190
14:40:16.162	47249	1190
14:40:16.163	47251	62
14:40:16.164	47259	62
14:40:16.165	47263	1514
14:40:16.166	47268	62
14:40:16.167	47269	634
14:40:16.168	47279	1514
14:40:16.169	47285	1514
14:40:16.170	47304	618
14:40:16.172	47311	62
14:40:16.174	47313	1514
14:40:16.176	47316	62
14:40:16.177	47318	1190
14:40:16.178	47319	62
14:40:16.179	47323	62
14:40:16.180	47325	1190
14:40:16.183	47326	1190
14:40:16.184	47335	1514
14:40:16.185	47340	62
14:40:16.186	47342	1190
14:40:16.187	47347	618
14:40:16.188	47348	62
14:40:16.189	47350	1514
14:40:16.190	47355	62
14:40:16.191	47356	1514
14:40:16.192	47365	1514
14:40:16.193	47378	1514
14:40:16.194	47391	1514
14:40:16.195	47404	1514
14:40:16.196	47407	618
14:40:16.197	47408	1514
14:40:16.198	47410	634
14:40:16.199	47422	618
14:40:16.200	47429	62
14:40:16.203	47431	1190
14:40:16.204	47433	618
14:40:16.205	47434	1190
14:40:16.206	47436	618
14:40:16.207	47437	1190
14:40:16.208	47439	1190
14:40:16.209	47440	62
14:40:16.211	47442	1514
14:40:16.212	47453	62
14:40:16.213	47460	634
14:40:16.215	47461	1190
14:40:16.216	47464	1514
14:40:16.217	47466	1206
14:40:16.218	47473	1514
14:40:16.219	47486	1514
14:40:16.220	47493	1514
14:40:16.221	47503	62
14:40:16.223	47515	1514
14:40:16.224	47518	1514
14:40:16.225	47521	634
14:40:16.226	47528	1190
14:40:16.227	47530	62
14:40:16.228	47531	1190
14:40:16.230	47533	1190
14:40:16.231	47536	1190
14:40:16.232	47539	1514
14:40:16.233	47545	1514
14:40:16.234	47558	1190
14:40:16.235	47562	62
14:40:16.238	47567	1514
14:40:16.239	47570	1514
14:40:16.240	47573	1206
14:40:16.241	47574	1190
14:40:16.244	47576	1190
14:40:16.245	47578	1190
14:40:16.247	47581	1190
14:40:16.248	47588	1514
14:40:16.249	47598	1190
14:40:16.250	47601	1514
14:40:16.251	47604	1206
14:40:16.252	47606	1190
14:40:16.253	47607	1514
14:40:16.254	47610	1514
14:40:16.255	47626	1514
14:40:16.256	47654	1514
14:40:16.257	47661	1514
14:40:16.258	47669	1514
14:40:16.259	47672	62
14:40:16.261	47674	1514
14:40:16.262	47680	1514
14:40:16.263	47700	618
14:40:16.264	47703	1190
14:40:16.268	47707	62
14:40:16.271	47709	1190
14:40:16.272	47712	62
14:40:16.273	47714	1514
14:40:16.275	47720	1514
14:40:16.276	47732	1514
14:40:16.278	47739	1190
14:40:16.279	47742	1514
14:40:16.280	47754	1514
14:40:16.281	47760	1514
14:40:16.282	47766	1514
14:40:16.283	47776	1514
14:40:16.284	47782	1514
14:40:16.285	47799	1514
14:40:16.286	47809	618
14:40:16.287	47810	1514
14:40:16.288	47820	634
14:40:16.289	47822	1190
14:40:16.292	47825	1190
14:40:16.293	47827	1190
14:40:16.295	47830	62
14:40:16.296	47831	618
14:40:16.300	47832	1190
14:40:16.301	47835	1514
14:40:16.302	47841	1514
14:40:16.303	47858	634
14:40:16.304	47875	618
14:40:16.305	47877	1514
14:40:16.308	47881	1190
14:40:16.309	47884	1514
14:40:16.310	47893	1514
14:40:16.311	47896	1514
14:40:16.312	47902	1514
14:40:16.313	47906	1514
14:40:16.314	47920	62
14:40:16.315	47924	1514
14:40:16.319	47931	62
14:40:16.322	47933	1190
14:40:16.323	47940	1514
14:40:16.325	47953	1514
14:40:16.326	47965	1514
14:40:16.327	47977	1514
14:40:16.328	47988	618
14:40:16.329	47998	1514
14:40:16.330	48009	62
14:40:16.331	48010	1190
14:40:16.333	48012	1514
14:40:16.335	48015	1206
14:40:16.336	48018	1514
14:40:16.337	48024	1206
14:40:16.338	48034	62
14:40:16.339	48035	618
14:40:16.340	48037	618
14:40:16.341	48041	62
14:40:16.343	48045	618
14:40:16.345	48048	1514
14:40:16.346	48051	1514
14:40:16.347	48061	62
14:40:16.350	48062	618
14:40:16.351	48063	1514
14:40:16.353	48079	1514
14:40:16.354	48085	1514
14:40:16.355	48088	62
14:40:16.356	48090	1514
14:40:16.357	48093	618
14:40:16.358	48094	1514
14:40:16.359	48100	1514
14:40:16.360	48103	634
14:40:16.361	48104	1514
14:40:16.362	48110	1514
14:40:16.363	48113	62
14:40:16.365	48115	1514
14:40:16.366	48118	1514
14:40:16.367	48124	1514
14:40:16.368	48134	1514
14:40:16.369	48141	1514
14:40:16.370	48147	1514
14:40:16.373	48159	618
14:40:16.374	48160	1190
14:40:16.376	48163	1190
14:40:16.377	48166	62
14:40:16.379	48168	1190
14:40:16.380	48173	62
14:40:16.381	48175	1514
14:40:16.384	48179	62
14:40:16.386	48180	618
14:40:16.387	48181	1514
14:40:16.388	48195	62
14:40:16.390	48203	1190
14:40:16.391	48208	618
14:40:16.392	48211	1514
14:40:16.393	48215	62
14:40:16.394	48229	62
14:40:16.395	48234	62
14:40:16.396	48235	62
14:40:16.397	48237	1514
14:40:16.398	48245	62
14:40:16.399	48248	62
14:40:16.400	48250	62
14:40:16.401	48255	618
14:40:16.402	48268	618
14:40:16.403	48275	1514
14:40:16.404	48282	1514
14:40:16.405	48293	1514
14:40:16.406	48297	1514
14:40:16.408	48301	62
14:40:16.410	48303	1190
14:40:16.411	48305	62
14:40:16.412	48310	62
14:40:16.413	48312	1190
14:40:16.416	48315	62
14:40:16.418	48317	1190
14:40:16.419	48319	1190
14:40:16.421	48322	1514
14:40:16.422	48344	1514
14:40:16.423	48353	62
14:40:16.424	48359	1190
14:40:16.425	48360	1514
14:40:16.426	48363	1514
14:40:16.428	48366	62
14:40:16.431	48368	1190
14:40:16.432	48370	1190
14:40:16.434	48373	1514
14:40:16.435	48379	62
14:40:16.436	48387	1514
14:40:16.437	48395	62
14:40:16.438	48396	1514
14:40:16.439	48403	1514
14:40:16.440	48406	1514
14:40:16.441	48413	634
14:40:16.442	48426	1206
14:40:16.443	48429	62
14:40:16.447	48431	62
14:40:16.448	48433	1190
14:40:16.449	48435	618
14:40:16.450	48452	62
14:40:16.451	48454	618
14:40:16.452	48456	618
14:40:16.453	48457	1514
14:40:16.454	48483	62
14:40:16.455	48491	1514
14:40:16.456	48494	62
14:40:16.457	48497	1190
14:40:16.458	48500	618
14:40:16.459	48501	1514
14:40:16.460	48504	1514
14:40:16.461	48508	1514
14:40:16.463	48511	1514
14:40:16.464	48516	634
14:40:16.466	48517	1190
14:40:16.467	48522	1206
14:40:16.468	48533	1514
14:40:16.469	48539	618
14:40:16.470	48546	62
14:40:16.471	48555	618
14:40:16.472	48559	62
14:40:16.473	48569	1514
14:40:16.475	48573	62
14:40:16.476	48575	1514
14:40:16.477	48582	62
14:40:16.478	48591	62
14:40:16.479	48596	1514
14:40:16.480	48610	62
14:40:16.483	48612	1190
14:40:16.484	48627	62
14:40:16.485	48644	618
14:40:16.487	48645	1514
14:40:16.488	48655	1514
14:40:16.489	48661	1514
14:40:16.492	48672	1514
14:40:16.496	48691	1190
14:40:16.497	48696	1514
14:40:16.498	48703	1514
14:40:16.499	48709	618
14:40:16.500	48710	62
14:40:16.501	48712	1190
14:40:16.502	48715	1514
14:40:16.503	48718	1514
14:40:16.504	48721	1206
14:40:16.505	48723	1190
14:40:16.508	48727	1206
14:40:16.509	48732	1514
14:40:16.510	48742	1514
14:40:16.511	48751	618
14:40:16.512	48758	1514
14:40:16.514	48762	1190
14:40:16.515	48765	1190
14:40:16.516	48768	1190
14:40:16.517	48769	62
14:40:16.519	48771	62
14:40:16.522	48773	1190
14:40:16.524	48776	62
14:40:16.525	48778	1514
14:40:16.526	48787	1514
14:40:16.527	48796	634
14:40:16.528	48800	1514
14:40:16.529	48814	62
14:40:16.530	48830	1514
14:40:16.531	48842	62
14:40:16.532	48850	634
14:40:16.533	48861	634
14:40:16.534	48872	62
14:40:16.535	48876	634
14:40:16.536	48879	1514
14:40:16.538	48882	1206
14:40:16.540	48885	62
14:40:16.542	48887	1190
14:40:16.543	48888	1190
14:40:16.544	48896	1514
14:40:16.545	48903	618
14:40:16.546	48910	1514
14:40:16.547	48913	618
14:40:16.548	48923	1514
14:40:16.549	48942	62
14:40:16.550	48950	1514
14:40:16.552	48959	1514
14:40:16.553	48965	1514
14:40:16.554	48968	1514
14:40:16.555	48978	1514
14:40:16.556	48981	1190
14:40:16.557	48984	1190
14:40:16.558	48989	618
14:40:16.559	49000	618
14:40:16.560	49001	1514
14:40:16.561	49004	1514
14:40:16.562	49013	62
14:40:16.563	49017	1206
14:40:16.564	49019	1190
14:40:16.566	49022	1190
14:40:16.567	49023	62
14:40:16.568	49025	62
14:40:16.569	49027	1190
14:40:16.570	49033	1514
14:40:16.572	49036	62
14:40:16.574	49038	1190
14:40:16.575	49041	1514
14:40:16.576	49044	62
14:40:16.577	49045	1514
14:40:16.578	49048	1514
14:40:16.579	49058	1514
14:40:16.580	49072	62
14:40:16.581	49080	1514
14:40:16.582	49083	1514
14:40:16.583	49089	1514
14:40:16.584	49098	1514
14:40:16.587	49105	1514
14:40:16.588	49108	62
14:40:16.589	49110	1514
14:40:16.590	49116	62
14:40:16.591	49118	62
14:40:16.593	49120	1190
14:40:16.595	49123	1514
14:40:16.596	49132	62
14:40:16.597	49145	62
14:40:16.598	49158	618
14:40:16.599	49164	634
14:40:16.600	49167	1190
14:40:16.601	49170	1514
14:40:16.602	49172	1206
14:40:16.603	49174	62
14:40:16.604	49179	1206
14:40:16.605	49180	62
14:40:16.607	49182	1190
14:40:16.608	49185	1190
14:40:16.609	49186	62
14:40:16.611	49188	1190
14:40:16.613	49191	1190
14:40:16.614	49193	618
14:40:16.615	49194	1514
14:40:16.616	49210	1190
14:40:16.617	49217	1514
14:40:16.618	49236	1514
14:40:16.619	49252	1514
14:40:16.620	49260	1514
14:40:16.623	49264	1190
14:40:16.624	49267	1190
14:40:16.625	49276	1514
14:40:16.626	49284	62
14:40:16.627	49285	618
14:40:16.628	49289	1514
14:40:16.629	49304	1514
14:40:16.630	49312	62
14:40:16.631	49314	62
14:40:16.632	49315	1514
14:40:16.633	49328	1514
14:40:16.634	49334	634
14:40:16.635	49349	62
14:40:16.636	49359	1514
14:40:16.637	49378	1514
14:40:16.638	49384	618
14:40:16.639	49385	1190
14:40:16.641	49388	1190
14:40:16.642	49391	1190
14:40:16.644	49394	62
14:40:16.645	49396	1514
14:40:16.646	49405	1514
14:40:16.647	49412	62
14:40:16.649	49414	1190
14:40:16.650	49417	634
14:40:16.651	49429	62
14:40:16.652	49431	618
14:40:16.654	49432	1514
14:40:16.655	49436	62
14:40:16.656	49438	1190
14:40:16.657	49452	1514
14:40:16.658	49467	1514
14:40:16.659	49477	1514
14:40:16.660	49481	1514
14:40:16.661	49487	1514
14:40:16.662	49502	62
14:40:16.663	49504	1514
14:40:16.664	49511	618
14:40:16.665	49521	1514
14:40:16.666	49533	1514
14:40:16.667	49536	1514
14:40:16.668	49545	618
14:40:16.669	49546	1190
14:40:16.671	49549	62
14:40:16.674	49551	1190
14:40:16.675	49553	618
14:40:16.676	49554	62
14:40:16.680	49556	62
14:40:16.681	49562	62
14:40:16.682	49564	1190
14:40:16.683	49578	62
14:40:16.684	49587	618
14:40:16.685	49589	62
14:40:16.686	49590	618
14:40:16.687	49591	62
14:40:16.688	49593	1514
14:40:16.689	49599	1514
14:40:16.690	49608	634
14:40:16.691	49609	62
14:40:16.692	49611	1514
14:40:16.693	49624	62
14:40:16.694	49626	1514
14:40:16.695	49644	1514
14:40:16.696	49654	1514
14:40:16.697	49663	1514
14:40:16.698	49672	1514
14:40:16.699	49684	62
14:40:16.700	49685	618
14:40:16.701	49689	1514
14:40:16.702	49694	62
14:40:16.703	49705	1514
14:40:16.705	49712	1206
14:40:16.707	49715	1190
14:40:16.708	49718	62
14:40:16.709	49722	1190
14:40:16.710	49723	62
14:40:16.712	49725	62
14:40:16.713	49730	1514
14:40:16.714	49734	1514
14:40:16.715	49739	1514
14:40:16.716	49746	1514
14:40:16.718	49756	1514
14:40:16.719	49764	1514
14:40:16.720	49771	1514
14:40:16.721	49774	618
14:40:16.723	49775	62
14:40:16.724	49777	1514
14:40:16.725	49784	1514
14:40:16.726	49786	634
14:40:16.727	49787	62
14:40:16.728	49788	634
14:40:16.730	49789	1514
14:40:16.731	49795	62
14:40:16.732	49796	1514
14:40:16.733	49800	1514
14:40:16.734	49806	1514
14:40:16.735	49816	1190
14:40:16.736	49818	618
14:40:16.737	49825	1514
14:40:16.738	49840	62
14:40:16.739	49854	1514
14:40:16.741	49857	1206
14:40:16.742	49866	618
14:40:16.743	49881	62
14:40:16.744	49883	62
14:40:16.745	49884	618
14:40:16.748	49885	62
14:40:16.752	49890	62
14:40:16.753	49893	62
14:40:16.754	49902	1514
14:40:16.755	49906	1514
14:40:16.756	49914	618
14:40:16.758	49915	1190
14:40:16.760	49918	62
14:40:16.761	49923	1514
14:40:16.762	49935	1514
14:40:16.763	49960	1514
14:40:16.764	49973	1514
14:40:16.765	49983	1514
14:40:16.766	49989	1514
14:40:16.767	49993	1514
14:40:16.768	50005	1514
14:40:16.769	50016	62
14:40:16.770	50020	62
14:40:16.771	50025	1514
14:40:16.772	50032	618
14:40:16.773	50036	1514
14:40:16.774	50048	1514
14:40:16.775	50060	1514
14:40:16.777	50065	618
14:40:16.778	50069	1514
14:40:16.779	50080	62
14:40:16.780	50083	1514
14:40:16.781	50104	62
14:40:16.782	50117	1514
14:40:16.783	50130	62
14:40:16.785	50132	1514
14:40:16.786	50137	62
14:40:16.787	50145	62
14:40:16.790	50147	1190
14:40:16.791	50150	62
14:40:16.792	50152	1190
14:40:16.793	50155	1514
14:40:16.794	50158	618
14:40:16.795	50159	1514
14:40:16.796	50173	1514
14:40:16.797	50183	1514
14:40:16.801	50187	618
14:40:16.803	50191	1514
14:40:16.805	50194	1206
14:40:16.806	50203	1514
14:40:16.807	50213	1514
14:40:16.808	50230	62
14:40:16.809	50240	1206
14:40:16.810	50251	1514
14:40:16.811	50254	1514
14:40:16.812	50257	1514
14:40:16.813	50259	1514
14:40:16.814	50279	1514
14:40:16.815	50283	1514
14:40:16.816	50286	1514
14:40:16.817	50292	1206
14:40:16.818	50298	1514
14:40:16.819	50314	62
14:40:16.820	50319	1514
14:40:16.821	50322	618
14:40:16.822	50326	618
14:40:16.823	50327	1514
14:40:16.825	50330	1514
14:40:16.826	50345	62
14:40:16.828	50356	62
14:40:16.829	50361	1514
14:40:16.830	50364	1514
14:40:16.832	50370	62
14:40:16.833	50372	1514
14:40:16.835	50375	62
14:40:16.837	50377	1190
14:40:16.838	50380	1190
14:40:16.839	50383	62
14:40:16.843	50385	1514
14:40:16.844	50390	1514
14:40:16.845	50405	1190
14:40:16.846	50409	618
14:40:16.847	50416	1190
14:40:16.848	50427	618
14:40:16.849	50432	618
14:40:16.850	50434	1514
14:40:16.851	50440	1514
14:40:16.853	50450	62
14:40:16.854	50452	1514
14:40:16.855	50462	62
14:40:16.856	50477	62
